"Dairiten_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","DaihyoDairi_CD","Dairiten_NG","Blockdairi_CD","IchijiDairi_CD","SalsTokei_KBN","SitnDirtn_FLG","DaiSeisak_KBN","PrintI_CTL","PrintYK_CTL","Keikakutani_FLG","DairitenKenkei_KBN","RyutuBuin_CD","Kurini_FLG"
"37021","04/15/2021 00:00:00","12/31/9999 00:00:00","0","itg35320","04/15/2020 14:00:03","PVU_EX_1400","itg35320","04/15/2020 14:00:03","PVU_EX_1400","37021","（株）幸燿","37021","","3","3","3","002","043","1","","ecl07086","1"
"37023","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","04/23/2018 16:11:12","PVU_EX_1400","itg04213","04/23/2018 16:11:12","PVU_EX_1400","27803","（株）ＰＡＬＴＡＣ四国","37023","","3","","3","001","042","","","","0"
"37888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0913","03/29/2018 18:50:00","803001","ecld0913","03/29/2018 18:50:00","803001","","香川の代理店","","","","","3","011","011","","","","0"
"37889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","香川の代理店","","","","","3","012","055","","","","0"
"38001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 14:34:02","PVU_EX_1400","itg37786","02/19/2026 14:34:02","PVU_EX_1400","37001","四国アルフレッサ愛媛・徳島","","","","","3","","","","","","0"
"38010","10/28/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:11:49","PVU_EX_1400","itg39895","09/16/2025 15:11:49","PVU_EX_1400","38010","（株）アスティス","38010","","3","3","3","004","045","1","","ecl09501","1"
"38019","10/10/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","10/10/2019 11:31:01","PVU_EX_1400","itg40916","10/10/2019 11:31:01","PVU_EX_1400","40035","（株）リードＨＣ四国営業部","37010","","2","3","3","","101","","","","1"
"38888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0913","03/29/2018 18:50:00","803001","ecld0913","03/29/2018 18:50:00","803001","","愛媛の代理店","","","","","3","014","014","","","","0"
"38889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","愛媛の代理店","","","","","3","015","058","","","","0"
"39001","04/15/2021 00:00:00","12/31/9999 00:00:00","0","itg35320","04/15/2020 14:03:40","PVU_EX_1400","itg35320","04/15/2020 14:03:40","PVU_EX_1400","39001","中澤氏家薬業（株）","39001","","3","3","3","005","047","1","","ecl07086","1"
"39017","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","04/23/2018 16:11:47","PVU_EX_1400","itg04213","04/23/2018 16:11:47","PVU_EX_1400","39017","中澤氏家薬業（株）","39017","","3","3","3","005","047","","","","1"
"39888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0913","03/29/2018 18:50:00","803001","ecld0913","03/29/2018 18:50:00","803001","","高知の代理店","","","","","3","019","019","","","","0"
"39889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","高知の代理店","","","","","3","020","063","","","","0"
"40001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/25/2026 13:29:44","PVU_EX_1400","itg37786","02/25/2026 13:29:44","PVU_EX_1400","40061","（株）アトル福岡統括営業部","","","1","1","3","030","151","1","","ecl09340","1"
"40002","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:15:50","PVU_EX_1400","itg41755","04/15/2024 13:15:50","PVU_EX_1400","40061","（株）アトル福岡病院営業部","","","1","1","3","","","1","","ecl09340","1"
"40003","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/12/2019 09:32:19","PVU_EX_1400","itg40916","02/12/2019 09:32:19","PVU_EX_1400","","富田薬品（株）福岡支店","","","3","3","3","060","122","1","","","1"
"40004","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:42:03","PVU_EX_1400","itg46273","09/12/2025 11:42:03","PVU_EX_1400","40044","（株）翔薬福岡営業部","","","1","1","3","010","152","1","","ecl09722","1"
"40005","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 15:16:54","PVU_EX_1400","itg46273","09/16/2025 15:16:54","PVU_EX_1400","41006","（株）アステム北九州営業部","","","1","3","3","120","150","1","","ecl09006","1"
"40006","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/25/2026 13:44:39","PVU_EX_1400","itg37786","02/25/2026 13:44:39","PVU_EX_1400","40061","（株）アトル南九州統括営業","","","","","3","","","","","","0"
"40007","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 15:17:56","PVU_EX_1400","itg46273","09/16/2025 15:17:56","PVU_EX_1400","41006","（株）アステム筑後営業部","","","1","1","3","210","150","1","","","1"
"40010","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:14:04","PVU_EX_1400","itg39895","09/16/2025 15:14:04","PVU_EX_1400","40044","（株）翔薬北九州営業部","","","1","1","3","110","152","1","","ecl09006","1"
"40014","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:41:52","PVU_EX_1400","itg04283","04/16/2025 14:41:52","PVU_EX_1400","40044","（株）翔薬筑後営業部","","","1","1","3","215","152","1","","ecl09340","1"
"40016","10/16/2024 00:00:00","12/31/9999 00:00:00","0","itg04213","10/16/2024 11:37:52","PVU_EX_1400","itg04213","10/16/2024 11:37:52","PVU_EX_1400","40061","（株）アトル北九州営業部","","","1","1","3","130","151","1","","","1"
"40018","10/10/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","02/12/2019 09:41:44","PVU_EX_1400","itg40916","02/12/2019 09:41:44","PVU_EX_1400","","（株）Ｐａｌｔａｃ九州営業","40018","","2","","3","","","","","","0"
"40022","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:12:38","PVU_EX_1400","itg41755","04/15/2024 13:12:38","PVU_EX_1400","41006","（株）アステム福岡営業部","","","1","1","3","020","150","1","","ecl08644","1"
"40024","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04213","10/16/2024 11:38:34","PVU_EX_1400","itg04213","10/16/2024 11:38:34","PVU_EX_1400","41006","（株）アステムＤＸ営業部","","","","","3","","","1","","","0"
"40026","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:42:28","PVU_EX_1400","itg04283","04/16/2025 14:42:28","PVU_EX_1400","40061","（株）アトル筑後営業部","","","1","1","3","220","502","1","","ecl09340","1"
"40035","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/09/2020 13:39:48","PVU_EX_1400","itg04213","10/09/2020 13:39:48","PVU_EX_1400","40035","（株）リードヘルスケア北九","40035","","2","2","3","","102","","","","0"
"40044","12/04/2025 00:00:00","12/31/9999 00:00:00","0","itg42390","10/28/2024 16:01:39","PVU_EX_1400","itg42390","10/28/2024 16:01:39","PVU_EX_1400","40044","（株）翔薬","","","","","3","","","","","","1"
"40046","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/09/2020 13:40:21","PVU_EX_1400","itg04213","10/09/2020 13:40:21","PVU_EX_1400","27803","（株）ＰＡＬＴＡＣ九州支社","40046","","2","2","3","","001","","","","0"
"40047","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 16:14:00","PVU_EX_1400","itg40916","02/08/2019 16:14:00","PVU_EX_1400","","（株）ＰＡＬＴＡＣ北九州","40047","","2","2","3","","003","","","","0"
"40048","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/09/2020 13:40:54","PVU_EX_1400","itg04213","10/09/2020 13:40:54","PVU_EX_1400","40048","（株）ＰＡＬＴＡＣ九州支社","","","","2","3","","","","","","0"
"40051","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/09/2020 13:41:28","PVU_EX_1400","itg04213","10/09/2020 13:41:28","PVU_EX_1400","40035","（株）リードＨＣ西日本営業","40035","","2","2","3","","101","","","","0"
"40054","01/15/2021 00:00:00","12/31/9999 00:00:00","0","itg36186","01/14/2021 15:47:20","PVU_EX_1400","itg36186","01/14/2021 15:48:38","PVU_EX_1400","13803","（株）井田両国堂　福岡店","40054","","","","3","","","","","","0"
"40061","12/01/2023 00:00:00","12/31/9999 00:00:00","0","itg45886","11/30/2023 13:12:10","PVU_EX_1400","itg45886","11/30/2023 13:12:10","PVU_EX_1400","40061","（株）アトル","40001","","1","1","3","030","","","","","1"
"40079","10/16/2024 00:00:00","12/31/9999 00:00:00","0","itg04213","10/16/2024 11:39:14","PVU_EX_1400","itg04213","10/16/2024 11:39:14","PVU_EX_1400","40035","株）リードＨＣ九州営業部","40035","","","","3","","","","","","0"
"40080","04/07/2021 00:00:00","12/31/9999 00:00:00","0","itg36186","04/07/2021 13:55:56","PVU_EX_1400","itg36186","04/07/2021 13:55:56","PVU_EX_1400","40035","株）リードヘルスケア広域営","40035","","2","2","3","","103","","","","0"
"40081","10/10/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","10/10/2019 11:32:45","PVU_EX_1400","itg40916","10/10/2019 11:32:45","PVU_EX_1400","43022","（株）トミタＨＣ第二支店","","","3","3","3","060","121","","","","1"
"40082","10/10/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","10/10/2019 11:33:32","PVU_EX_1400","itg40916","10/10/2019 11:33:32","PVU_EX_1400","43022","（株）トミタＨＣ第一支店","","","3","3","3","060","120","","","","1"
"40083","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 13:25:17","PVU_EX_1400","itg37786","02/19/2026 13:25:17","PVU_EX_1400","13148","アルフレッサ九州","40083","","","","3","950","160","1","","ecl08644","0"
"40084","06/01/2014 00:00:00","12/31/9999 00:00:00","0","ecl04291","03/29/2018 18:50:00","803001","ecl04291","03/29/2018 18:50:00","803001","23017","シーエス薬品（株）九州営業","","","3","3","3","060","121","","","","1"
"40085","04/06/2022 00:00:00","12/31/9999 00:00:00","0","itg36186","04/06/2022 16:32:14","PVU_EX_1400","itg36186","04/06/2022 16:34:30","PVU_EX_1400","40035","株）リードＨＣ九州ＰＳ営業","40035","","2","2","3","","101","","","","0"
"40090","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:44:13","PVU_EX_1400","itg40916","02/08/2019 10:44:13","PVU_EX_1400","40090","共創未来福岡薬品（株）","","","1","1","3","980","","","","","0"
"40091","12/01/2023 00:00:00","12/31/9999 00:00:00","0","itg39895","12/04/2023 09:38:34","PVU_EX_1400","itg39895","12/04/2023 09:38:34","PVU_EX_1400","40091","（株）スカイメディカル九州","","13013","","","3","970","","","","","0"
"40098","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","","正晃（株）","","40001","","3","3","132","","","","","0"
"40888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","福岡の代理店","","","","","3","","","","","","0"
"40889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","福岡の代理店","","","","","3","","","","","","0"
"40890","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg36186","04/12/2019 14:03:33","PVU_EX_1400","itg36186","04/12/2019 14:03:33","PVU_EX_1400","13012","アルフレッサＨＣ九州沖縄","40890","","2","2","2","","","","","","0"
"41001","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:43:10","PVU_EX_1400","itg04283","04/16/2025 14:43:10","PVU_EX_1400","41006","（株）アステム佐賀筑後営","","","1","1","3","320","150","1","","ecl09340","1"
"41002","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:43:43","PVU_EX_1400","itg04283","04/16/2025 14:43:43","PVU_EX_1400","40061","（株）アトル西九州営業部","","","1","1","3","350","151","1","","ecl09340","1"
"41003","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:44:14","PVU_EX_1400","itg04283","04/16/2025 14:44:14","PVU_EX_1400","40044","（株）翔薬佐賀営業部","","","1","1","3","310","152","1","","ecl09340","1"
"41005","12/04/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","09/12/2025 10:29:10","PVU_EX_1400","itg45886","09/12/2025 10:29:10","PVU_EX_1400","41006","フォレストグループ","","","","","1","","","","","","1"
"41006","12/04/2025 00:00:00","12/31/9999 00:00:00","0","itg42390","10/28/2024 16:28:50","PVU_EX_1400","itg42390","10/28/2024 16:28:50","PVU_EX_1400","41006","（株）アステム","","","","","1","","","","","","1"
"41007","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","09/29/2025 11:39:02","PVU_EX_1400","itg45886","09/29/2025 11:39:02","PVU_EX_1400","42102","（株）宮崎温仙堂商店佐賀","","","3","3","3","340","501","1","","ecl09340","1"
"41010","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 16:15:50","PVU_EX_1400","itg40916","02/08/2019 16:15:50","PVU_EX_1400","","（株）ＰＡＬＴＡＣ佐賀","41010","","2","2","3","","004","","","","0"
"41888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","佐賀の代理店","","","","","3","","","","","","0"
"41889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","佐賀の代理店","","","","","3","","","","","","0"
"42001","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","03/25/2024 13:26:35","PVU_EX_1400","itg45886","03/25/2024 13:26:35","PVU_EX_1400","42001","東七（株）","","","1","3","3","460","145","","","ecl09340","0"
"42002","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/16/2026 15:49:09","PVU_EX_1400","itg37786","02/16/2026 15:49:09","PVU_EX_1400","42102","（株）宮崎温仙堂商店医薬","","","3","3","3","420","500","1","","ecl09340","1"
"42003","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/24/2026 14:38:19","PVU_EX_1400","itg19647","03/12/2026 16:40:00","PVU_EX_1400","42001","東七（株）ＴＳ営業本部","","","","","3","","","","","","0"
"42004","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:46:14","PVU_EX_1400","itg04283","04/16/2025 14:46:14","PVU_EX_1400","40044","（株）翔薬長崎営業部","","","1","1","3","410","152","1","","ecl09340","1"
"42009","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:46:36","PVU_EX_1400","itg04283","04/16/2025 14:46:36","PVU_EX_1400","42009","藤村薬品（株）","","","1","3","3","430","047","1","","ecl09340","1"
"42017","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/12/2019 09:34:24","PVU_EX_1400","itg40916","02/12/2019 09:34:24","PVU_EX_1400","","富田薬品（株）長崎支店","","","3","3","3","450","123","1","","","1"
"42018","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 16:17:10","PVU_EX_1400","itg40916","02/08/2019 16:17:10","PVU_EX_1400","","（株）ＰＡＬＴＡＣ長崎","42018","","2","2","3","","005","","","","0"
"42019","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:54:26","PVU_EX_1400","itg40916","02/08/2019 10:54:26","PVU_EX_1400","","（株）アトル長崎営業部","","","1","1","3","440","151","1","","","1"
"42102","12/04/2025 00:00:00","12/31/9999 00:00:00","0","itg42390","10/28/2024 16:06:22","PVU_EX_1400","itg42390","10/28/2024 16:06:22","PVU_EX_1400","42102","（株）宮崎温仙堂商店","","","","","3","","","","","","1"
"42888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","長崎の代理店","","","","","3","","","","","","0"
"42889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","長崎の代理店","","","","","3","","","","","","0"
"43001","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:47:11","PVU_EX_1400","itg04283","04/16/2025 14:47:11","PVU_EX_1400","43001","九州東邦（株）","","","1","3","3","680","159","1","","ecl09722","1"
"43002","04/15/2021 00:00:00","12/31/9999 00:00:00","0","itg35320","04/15/2020 14:12:08","PVU_EX_1400","itg35320","04/15/2020 14:12:08","PVU_EX_1400","43002","富田薬品（株）","","","3","3","3","670","126","1","","ecl08362","1"
"43003","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 15:23:55","PVU_EX_1400","itg46273","09/16/2025 15:23:55","PVU_EX_1400","41006","（株）アステム熊本営業部","","","1","3","1","610","150","1","","ecl08362","1"
"43004","04/15/2021 00:00:00","12/31/9999 00:00:00","0","itg04213","04/24/2018 13:52:51","PVU_EX_1400","itg04213","04/24/2018 13:52:51","PVU_EX_1400","40061","（株）アトル熊本営業部","","","1","1","3","620","151","1","","ecl08362","1"
"43006","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 13:35:59","PVU_EX_1400","itg46273","09/16/2025 13:35:59","PVU_EX_1400","43066","（株）新生堂","","","1","3","3","630","142","1","","ecl08362","1"
"43007","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/09/2020 13:44:52","PVU_EX_1400","itg04213","10/09/2020 13:44:52","PVU_EX_1400","43007","徳光屋本店","43007","43006","","3","3","690","","","","","0"
"43011","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:50:10","PVU_EX_1400","itg45886","09/29/2025 11:40:59","PVU_EX_1400","42102","（株）宮崎温仙堂商店熊本","","","3","3","3","640","503","1","","ecl08362","1"
"43014","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 16:21:36","PVU_EX_1400","itg40916","02/08/2019 16:21:36","PVU_EX_1400","","（株）ＰＡＬＴＡＣ熊本","43014","","2","2","3","","006","","","","0"
"43022","10/10/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","10/10/2019 11:34:33","PVU_EX_1400","itg40916","10/10/2019 11:34:33","PVU_EX_1400","43022","（株）トミタヘルスケア","","","3","3","3","670","402","","","","1"
"43023","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:17:22","PVU_EX_1400","itg39895","09/16/2025 15:17:22","PVU_EX_1400","40044","（株）翔薬熊本営業部","","","1","1","3","650","153","1","","ecl08362","1"
"43024","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:45:50","PVU_EX_1400","itg40916","02/08/2019 10:45:50","PVU_EX_1400","43024","共創未来熊本薬品（株）","","","1","1","3","981","","","","","0"
"43066","12/04/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:26:04","PVU_EX_1400","itg46273","09/12/2025 11:26:04","PVU_EX_1400","43066","（株）新生堂","","","","","3","","","","","","1"
"43099","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 14:28:01","PVU_EX_1400","itg46273","09/16/2025 14:28:01","PVU_EX_1400","43066","ツツミ化学","","43006","","3","3","","","","","","0"
"43888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","熊本の代理店","","","","","3","","","","","","0"
"43889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","熊本の代理店","","","","","3","","","","","","0"
"44001","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:47:51","PVU_EX_1400","itg46273","09/12/2025 11:47:51","PVU_EX_1400","41006","（株）アステム大分営業部","","","1","3","1","710","150","1","","ecl09006","1"
"44002","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/02/2018 14:12:39","PVU_EX_1400","itg04213","10/02/2018 14:12:39","PVU_EX_1400","40061","（株）アトル大分営業部","","","1","1","3","730","151","1","","ecl09006","1"
"44003","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:18:10","PVU_EX_1400","itg39895","09/16/2025 15:18:10","PVU_EX_1400","40044","（株）翔薬大分営業部","","","1","1","3","750","152","1","","ecl09006","1"
"44013","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 16:22:53","PVU_EX_1400","itg40916","02/08/2019 16:22:53","PVU_EX_1400","","（株）Ｐａｌｔａｃ大分","44013","","2","2","3","","007","","","","0"
"44014","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/12/2019 09:35:56","PVU_EX_1400","itg40916","02/12/2019 09:35:56","PVU_EX_1400","","富田薬品（株）大分支店","","","3","3","3","760","127","1","","","1"
"44018","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:47:42","PVU_EX_1400","itg40916","02/08/2019 10:47:42","PVU_EX_1400","44018","共創未来大分薬品（株）","","","1","1","3","982","","","","","0"
"44888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","大分の代理店","","","","","3","","","","","","0"
"44889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","大分の代理店","","","","","3","","","","","","0"
"45001","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:10:13","PVU_EX_1400","itg41755","04/15/2024 13:10:13","PVU_EX_1400","41006","（株）アステム宮崎営業部","","","1","3","1","810","150","1","","ecl09722","1"
"45002","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:48:13","PVU_EX_1400","itg04283","04/16/2025 14:48:13","PVU_EX_1400","40061","（株）アトル宮崎営業部","","","1","1","3","820","151","1","","ecl09722","1"
"45008","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 16:24:08","PVU_EX_1400","itg40916","02/08/2019 16:24:08","PVU_EX_1400","","（株）ＰＡＬＴＡＣ宮崎","45008","","2","2","3","","008","","","","0"
"45009","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/12/2019 09:37:26","PVU_EX_1400","itg40916","02/12/2019 09:37:26","PVU_EX_1400","","富田薬品（株）宮崎支店","","","3","3","3","840","128","1","","","1"
"45012","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:48:45","PVU_EX_1400","itg04283","04/16/2025 14:48:45","PVU_EX_1400","40044","（株）翔薬宮崎営業部","","","1","1","3","825","152","1","","ecl09722","1"
"45017","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","06/29/2018 13:16:43","PVU_EX_1400","itg04213","06/29/2018 13:16:43","PVU_EX_1400","45017","（有）日豊メディック","","13013","","","3","960","","","","","0"
"45888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","宮崎の代理店","","","","","3","","","","","","0"
"46001","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/12/2019 09:38:45","PVU_EX_1400","itg40916","02/12/2019 09:38:45","PVU_EX_1400","","富田薬品（株）鹿児島店","","","3","3","3","940","129","1","","","1"
"46002","04/15/2021 00:00:00","12/31/9999 00:00:00","0","itg35320","04/15/2020 14:25:11","PVU_EX_1400","itg35320","04/15/2020 14:25:11","PVU_EX_1400","40061","（株）アトル鹿児島営業部","","","1","1","1","930","151","1","","ecl08362","1"
"46005","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:19:50","PVU_EX_1400","itg39895","09/16/2025 15:19:50","PVU_EX_1400","40044","（株）翔薬鹿児島営業部","","","1","1","3","910","152","1","","ecl08362","1"
"46007","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 15:28:14","PVU_EX_1400","itg46273","09/16/2025 15:28:14","PVU_EX_1400","41006","（株）アステム鹿児島営業部","","","1","3","1","920","150","1","","ecl08362","1"
"46015","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 16:25:44","PVU_EX_1400","itg40916","02/08/2019 16:25:44","PVU_EX_1400","","（株）Ｐａｌｔａｃ鹿児島","46015","","2","2","3","","009","","","","0"
"46026","10/10/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","10/10/2019 11:35:29","PVU_EX_1400","itg40916","10/10/2019 11:35:29","PVU_EX_1400","43022","（株）トミタＨＣ第三支店","","","3","3","3","960","125","","","","1"
"46027","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:50:01","PVU_EX_1400","itg40916","02/08/2019 10:50:01","PVU_EX_1400","46027","共創未来鹿児島薬品（株）","","","1","1","3","983","","","","","0"
"46888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","鹿児島の代理店","","","","","3","","","","","","0"
"46889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","鹿児島の代理店","","","","","3","","","","","","0"
"47001","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:09:33","PVU_EX_1400","itg41755","04/15/2024 13:09:33","PVU_EX_1400","47001","（株）スズケン沖縄薬品","47001","","3","3","3","510","140","1","","ecl08644","1"
"47002","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 12:00:14","PVU_EX_1400","itg41755","04/15/2024 12:00:14","PVU_EX_1400","47002","（株）ダイコー沖縄","","","3","3","3","520","141","1","","ecl08644","1"
"47003","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 14:47:47","PVU_EX_1400","itg37786","02/19/2026 14:47:47","PVU_EX_1400","47007","（株）琉薬沖縄第二営業部","","","","","3","","","","","","0"
"47004","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 14:51:39","PVU_EX_1400","itg37786","02/19/2026 14:51:39","PVU_EX_1400","47007","（株）琉薬沖縄病院部","","","","","3","","","","","","0"
"47005","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/12/2026 15:57:32","PVU_EX_1400","itg19647","03/12/2026 16:38:37","PVU_EX_1400","47007","（株）琉薬沖縄第一営業部","","","","","3","","","","","","0"
"47007","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 11:59:40","PVU_EX_1400","itg41755","04/15/2024 11:59:40","PVU_EX_1400","47007","（株）琉薬","47007","","","","3","530","142","","","ecl08644","1"
"47008","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 16:27:42","PVU_EX_1400","itg40916","02/08/2019 16:27:42","PVU_EX_1400","","（株）Ｐａｌｔａｃ沖縄支店","40018","","","","3","","","","","","0"
"47010","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 11:58:56","PVU_EX_1400","itg41755","04/15/2024 11:58:56","PVU_EX_1400","40061","（株）アトル琉球営業部","40061","","1","1","3","940","143","","","ecl08644","1"
